,level_0,index,name,desc,type,egg_group
199,199,48,무우마,밤중에 사람이 울부짖는 울음소리를 내어 모두를 놀라게 하는 장난꾸러기다.갑자기 뒷머리에 달려들어 잡아당기고는 사람들이 놀라는 모습을 보며 즐거워한다.사람을 놀래키는 것을 좋아해 갑자기 튀어나오거나 울음소리를 낸다.흐느껴 우는 듯한 울음소리로 겁을 준다. 상대의 두려워하는 마음을 빨간 구슬로 흡수하여 영양분으로 삼는 것 같다.갑자기 뒷머리에 달려들어 잡아당기고는 사람들이 놀라는 모습을 보며 즐거워한다.밤중에 사람이 울부짖는 울음소리를 내어 모두를 놀라게 하는 장난꾸러기다.한밤중 등 뒤에서 다가와 울부짖는 울음소리를 내어 놀라게 하고는 즐거워하는 포켓몬이다.무서워하는 마음을 빨간 구슬로 흡수해 영양분으로 만든다. 낮에는 어두운 곳에서 잠자고 있다.한밤중에 사람을 놀라게 하고 무서워하는 마음을 모아 자신의 에너지로 만드는 포켓몬이다.밤중에 사람이 울부짖는 울음소리를 내어 모두를 놀라게 하는 장난꾸러기다.갑자기 뒷머리에 달려들어 잡아당기고는 사람들이 놀라는 모습을 보며 즐거워한다.한밤중에 사람을 놀라게 하고 무서워하는 마음을 모아 자신의 에너지로 만드는 포켓몬이다.무서워하는 마음을 빨간 구슬로 흡수해 영양분으로 만든다. 낮에는 어두운 곳에서 잠자고 있다.밤중에 사람이 울부짖는 울음소리를 내어 모두를 놀라게 하는 장난꾸러기다.흐느껴 우는 듯한 울음소리로 겁을 준다. 상대의 두려워하는 마음을 빨간 구슬로 흡수하여 영양분으로 삼는 것 같다.온갖 방법으로 사람을 놀라게 해서 생명 에너지를 빨아들인다. 놀라게 하는 연습을 꾸준히 한다.아무도 없는 방에서 흐느껴 우는 듯한 소리가 들린다면 그것은 무우마의 장난임에 틀림없다.놀라게 하는 것이 삶의 낙이다. 목의 빨간 구슬에 귀를 대면 안에서 비명이 들려온다.사람이 울부짖는 소리를 흉내내 모두를 겁주고 기뻐한다. 담력이 강한 상대는 좋아하지 않는다.,고스트,부정형
200,200,49,안농,모습이 옛날 석판에 새겨진 문자와 닮아서 관계가 있을 것이라는 소문이 있다.몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.여러 종류가 있는 것은 각자 다른 능력을 지니고 있기 때문이라 한다.고대 문자를 닮은 모습의 포켓몬이다.먼저 생겨난 것은 문자인가 안농인가.연구 중이지만 아직도 수수께끼다.몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.모습이 옛날 석판에 새겨진 문자와 닮아서 관계가 있을 것이라는 소문이 있다.고대문명의 문자와 닮았다. 문자가 먼저인지 안농이 먼저인지 세계 7대 불가사의의 하나다.텔레파시를 써서 동료들과 의사소통을 하는 듯하다. 항상 벽에 달라붙어 있다.혼자 있으면 아무 일도 일어나지 않지만 두 마리 이상 있게 되면 어떤 힘이 생긴다고 한다.모습이 옛날 석판에 새겨진 문자와 닮아서 관계가 있을 것이라는 소문이 있다.몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.혼자 있으면 아무 일도 일어나지 않지만 두 마리 이상 있게 되면 어떤 힘이 생긴다고 한다.몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.고대 문명의 문자와 닮았다. 문자가 먼저인지 안농이 먼저인지 세계 7대 불가사의의 하나다.고대 문자를 닮은 모습의 포켓몬이다.먼저 생겨난 것은 문자인가 안농인가.연구 중이지만 아직도 수수께끼다.,에스퍼,알미발견
201,201,50,마자용,빛과 쇼크를 싫어한다. 공격받으면 몸이 부풀어올라 반격이 강력해진다.새까만 꼬리를 숨기기 위해 어둠 속에서 은밀히 지내고 있다. 자신이 먼저 공격하는 일은 없다.까만 꼬리를 숨기기 위해 어두운 동굴에 사는데다가 밤이 아니면 움직이지 않는다.두 마리 이상 모이면 참기 겨루기를 시작하는데 배고픔도 참아버리기 때문에 마자용 트레이너는 주의가 필요하다.한결같이 참는 포켓몬이지만 꼬리를 공격당하는 것만은 참지 못한다. 상대를 길동무로 만들 기회를 살핀다.평소는 조용하지만 까만 꼬리를 공격당하면 맹렬히 반격한다. 동굴의 거처에서 밤을 기다린다.새까만 꼬리를 숨기기 위해 어둠 속에서 은밀히 지내고 있다. 자신이 먼저 공격하는 일은 없다.빛과 쇼크를 싫어한다. 공격받으면 몸이 부풀어올라 반격이 강력해진다.까만 꼬리를 필사적으로 숨기는 것은 꼬리에 비밀이 있다는 증거라고 의심받고 있다.빛과 쇼크를 싫어한다. 공격받으면 몸이 부풀어올라 반격이 강력해진다.새까만 꼬리를 숨기기 위해 어둠 속에서 은밀히 지내고 있다. 자신이 먼저 공격하는 일은 없다.까만 꼬리를 필사적으로 숨기는 것은 꼬리에 비밀이 있다는 증거라고 의심받고 있다.빛과 쇼크를 싫어한다. 공격받으면 몸이 부풀어 올라 반격이 강력해진다.새까만 꼬리를 숨기기 위해 어둠 속에서 은밀히 지내고 있다. 자신이 먼저 공격하는 일은 없다.두 마리 이상 모이면 참기 겨루기를 시작하는데 배고픔도 참아버리기 때문에 마자용 트레이너는 주의가 필요하다.한결같이 참는 포켓몬이지만 꼬리를 공격당하는 것만은 참지 못한다. 상대를 길동무로 만들 기회를 살핀다.,에스퍼,부정형
202,202,51,키링키,꼬리에 작은 뇌가 있다. 가까이 가면 냄새에 반응해서 물려고 오기때문에 주의가 필요하다.꼬리에도 작은 뇌가 있다. 냄새에 이끌려서 맘대로 꼬리가 달려든 적도 있다.위기에 닥치면 꼬리가 이상한 힘을 사용하여 적을 쫒아낸다.꼬리의 조그마한 머리에도 뇌가 있다.냄새나 소리에 반응하여 공격하므로 뒤에서 접근해도 갑자기 물린다.꼬리의 뇌는 생각을 할 수 없을 정도로 작지만 자지 않아도 괜찮아서 24시간 주변을 계속 망보고 있다.풀이나 새싹을 먹는 초식성.키링키가 풀을 먹고 있을 때에는 꼬리도 우적우적 무언가를 먹는 시늉을 한다.꼬리에도 작은 뇌가 있다. 냄새에 이끌려서 맘대로 꼬리가 달려든 적도 있다.꼬리에 작은 뇌가 있다. 가까이 가면 냄새에 반응해서 물려고 오기때문에 주의가 필요하다.꼬리도 작은 뇌를 가지고 있다. 뒤에서 살며시 다가오는 상대를 물어서 격퇴시킨다.잠자는 동안 꼬리의 머리가 주위를 망보고 있다. 꼬리는 잠을 잘 필요가 없다.꼬리의 머리에도 작은 뇌가 있어서 뒤를 향한 채로도 본능적으로 싸울 수 있다.꼬리에 작은 뇌가 있다. 가까이 가면 냄새에 반응해서 물려고 오기때문에 주의가 필요하다.꼬리에도 작은 뇌가 있다. 냄새에 이끌려서 맘대로 꼬리가 달려든 적도 있다.꼬리의 머리에도 작은 뇌가 있어서 뒤를 향한 채로도 본능적으로 싸울 수 있다.잠자는 동안 꼬리의 머리가 주위를 망보고 있다. 꼬리는 잠을 잘 필요가 없다.꼬리에도 작은 뇌가 있다. 다가가면 냄새에 반응해서 물어서 공격하므로 주의하자.꼬리의 조그마한 머리에도 뇌가 있다.냄새나 소리에 반응하여 공격하므로 뒤에서 접근해도 갑자기 물린다.꼬리의 뇌는 생각을 할 수 없을 정도로 작지만 자지 않아도 괜찮아서 24시간 주변을 계속 망보고 있다.,"노말,에스퍼",육상
203,203,52,피콘,나무껍질을 짜 맞춰서 껍질을 두껍게 하는 것을 좋아한다. 무거워져도 신경 쓰지 않는다.매달려 있는 채로 먹이가 되는 벌레가 날아오기를 기다리고 있다. 자기 자신은 그다지 움직이지 않는다.입에서 내뿜는 액체는 나무껍질을 붙이는 접착제. 공기에 닿으면 굳어진다.나뭇가지에 매달려 먹이를 기다린다. 나무를 흔들어 식사를 방해하면 지면에 떨어진 후 갑자기 폭발한다.매달려 있는 채로 먹이가 되는 벌레가 날아오기를 기다리고 있다. 자기 자신은 그다지 움직이지 않는다.나무껍질을 짜 맞춰서 껍질을 두껍게 하는 것을 좋아한다. 무거워져도 신경 쓰지 않는다.나무열매와 똑 닮았다. 실수로에게 쪼이기도 하지만 단단한 껍질이 몸을 보호하고 있다.나무껍질을 짜 맞춰서 껍질을 두껍게 하는 것을 좋아한다. 무거워져도 신경 쓰지 않는다.매달려 있는 채로 먹이가 되는 벌레가 날아오기를 기다리고 있다. 자기 자신은 그다지 움직이지 않는다.나무열매와 똑 닮았다. 실수로에게 쪼이기도 하지만 단단한 껍질이 몸을 보호하고 있다.나무껍질을 짜 맞춰서 껍질을 두껍게 하는 것을 좋아한다. 무거워져도 신경 쓰지 않는다.나무열매와 똑 닮았다. 실수로에게 쪼이기도 하지만 단단한 껍질이 몸을 보호하고 있다.나뭇가지에 매달려 먹이를 기다린다. 나무를 흔들어 식사를 방해하면 지면에 떨어진 후 갑자기 폭발한다.나뭇가지에 매달려 먹이를 기다린다. 나무가 흔들려 식사를 방해받으면 땅으로 떨어진 후 느닷없이 폭발한다.나무에 매달려 가만히 먹이인 벌레포켓몬이 올 때를 기다린다. 알로라에서 좋아하는 건 에블리다.나무껍질을 타액으로 붙여서 몸을 두껍고 크게 만든다. 나이를 먹은 피콘은 엄청나게 크다.,벌레,벌레
204,204,53,쏘콘,강철 같은 단단한 껍질로 전신을 둘러싸고 있다. 안의 정체는 불명.나무에 붙어 있는 채로 안 움직인다. 단단한 껍질 파편을 흩뿌려서 다가오는 자를 쫓아버린다.굵은 나무줄기에 달라붙어있다. 뭔가의 기척을 느낄 때마다 껍질파편을 발사한다.강철 껍질 안에 본체가 있다. 먹이를 잡을 때 껍질이 열리지만 너무 빨라서 안이 보이진 않는다.나무에 붙어 있는 채로 안 움직인다. 단단한 껍질 파편을 흩뿌려서 다가오는 자를 쫓아버린다.강철 같은 단단한 껍질로 전신을 둘러싸고 있다. 안의 정체는 불명.강철 껍질이 몸을 보호하고 있다. 틈새에서 엿보고 잇는 눈이 있지만 내용물의 정체는 수수께끼다.강철 껍질이 몸을 보호하고 있다. 틈새에서 엿보고 있는 눈이 있지만 내용물의 정체는 수수께끼다.강철 같은 단단한 껍질로 전신을 둘러싸고 있다. 안의 정체는 불명.나무에 붙어 있는 채로 안 움직인다. 단단한 껍질 파편을 흩뿌려서 다가오는 자를 쫓아버린다.강철 껍질이 몸을 보호하고 있다. 틈새에서 엿보고 있는 눈이 있지만 내용물의 정체는 수수께끼다.나무에 붙어 있는 채로 안 움직인다. 단단한 껍질파편을 흩뿌려서 다가오는 자를 쫓아버린다.강철 껍질 안에 본체가 있다. 먹이를 잡을 때 껍질이 열리지만 너무 빨라서 안이 보이진 않는다.무엇이든 다가오기만 하면 강철 껍질의 파편을 쏘며 공격한다. 의지가 없는 조건 반사다.먹이를 삼키는 순간에는 껍질 안의 모습이 나타나지만 그 모습을 본 자는 아직 없다.,"벌레,강철",벌레
205,205,54,노고치,누군가에게 들키면 꼬리로 땅을 파서 뒤쪽으로 도망친다.누군가에게 모습을 보이면 꼬리로 구멍을 파서 도망친다. 날개로 약간은 공중에 뜰 수 있다.빛이 닿지 않는 깊고 깊은 동굴 속에서 계속 꼼짝하지 않고 있다.드릴 꼬리를 사용해서 뒤쪽을 향해 땅을 파고 들어가 복잡한 형태의 둥지를 땅속 깊이 만드는 포켓몬이다.누군가에게 모습을 보이면 꼬리로 구멍을 파서 도망친다. 날개로 약간은 공중에 뜰 수 있다.누군가에게 들키면 꼬리로 땅을 파서 뒤쪽으로 도망친다.꼬리로 땅을 파서 미로 같은 둥지를 만든다. 날개로 조금 날 수 있다.누군가에게 들키면 꼬리로 땅을 파서 뒤쪽으로 도망친다.누군가에게 모습을 보이면 꼬리로 구멍을 파서 도망친다. 날개로 약간은 공중에 뜰 수 있다.꼬리로 땅을 파서 미로 같은 둥지를 만든다. 날개로 조금 날 수 있다.어두운 장소에 미로를 만든다. 누군가에게 발견되면 꼬리로 땅을 파서 도망가려 한다.누군가에게 들키면 꼬리로 땅을 파서 뒤쪽으로 도망친다.꼬리로 땅을 파서 미로 같은 둥지를 만든다. 날개로 조금 날 수 있다.드릴 꼬리를 사용해서 뒤쪽을 향해 땅을 파고 들어가 복잡한 형태의 둥지를 땅속 깊이 만드는 포켓몬이다.지면을 파고 다니며 이동한다. 디그다와 서로의 터널을 사이좋게 같이 사용하고 있다.사람의 모습을 보면 꼬리로 구멍을 파서 도망가 버린다. 만났다면 운이 좋은 것이다.,노말,육상
206,206,55,글라이거,얼굴을 겨냥하고 날아와 들러붙어 먹이가 놀라는 사이에 독침을 찌른다.보통은 벼랑에 붙어 있다. 먹이를 발견하면 날개를 펼쳐 바람을 타고 날아 덮친다.깎아 지르는 절벽에 거처를 만든다. 한 번 활공한 다음엔 날아 오르면서 거처에 돌아온다.소리 내지 않고 미끄러지듯 활공한다. 양손의 커다란 손톱과 발의 발톱으로 먹이의 얼굴에 달라붙어 독침을 찌른다.보통은 벼랑에 붙어 있다. 먹이를 발견하면 날개를 펼쳐 바람을 타고 날아 덮친다.얼굴을 겨냥하고 날아와 들러붙어 먹이가 놀라는 사이에 독침을 찌른다.손과 발의 막으로 바람을 타고 하늘에서 덮치는 전법을 쓴다. 먹이의 얼굴을 노린다.하늘을 미끄러지듯 날아와서 얼굴에 들러붙어 놀라게 한 뒤에 독침으로 공격해온다.얼굴을 겨냥하고 날아와 들러붙어 먹이가 놀라는 사이에 독침을 찌른다.보통은 벼랑에 붙어 있다. 먹이를 발견하면 날개를 펼쳐 바람을 타고 날아 덮친다.하늘을 미끄러지듯 날아와서 얼굴에 들러붙어 놀라게 한 뒤에 독침으로 공격해온다.노린 먹이에 달라붙어 놀라 당황하고 있는 사이에 꼬리의 바늘을 찌른다.보통은 벼랑에 붙어 있다. 먹이를 발견하면 날개를 펼쳐 바람을 타고 날아 덮진다.얼굴을 겨냥하고 날아와 들러붙어 먹이가 놀라는 사이에 독침을 찌른다.소리 내지 않고 미끄러지듯 활공한다. 양손의 커다란 손톱과 발의 발톱으로 먹이의 얼굴에 달라붙어 독침을 찌른다.,"땅,비행",벌레
207,207,56,강철톤,깊은 땅 아래에서 압축된 몸은 다이아몬드보다 단단하다.롱스톤이 100년 이상 살면 몸의 성분이 다이아몬드처럼 변한다고 전해진다.온몸에 자잘한 강철 조각들이 들러붙어서 반짝이는 빛을 반사한다.롱스톤보다 더 깊은 곳에 산다. 지구의 중심을 향해 파고 내려가 깊이 1km에 달하는 경우도 있다.롱스톤이 100년 이상 살면 몸의 성분이 다이아몬드처럼 변한다고 전해진다.깊은 땅 아래에서 압축된 몸은 다이아몬드보다 단단하다.땅속의 높은 압력과 열로 단련된 몸은 어떠한 금속보다도 단단하다.튼튼한 턱으로 암석을 깨물어 부수고 나아간다. 아주 캄캄한 땅속에서도 보이는 눈을 가지고 있다.흙과 함께 삼킨 강철이 축적되어 몸이 변화한 것이라 생각된다.깊은 땅 아래에서 압축된 몸은 다이아몬드보다 단단하다.롱스톤이 100년 이상 살면 몸의 성분이 다이아몬드처럼 변한다고 전해진다.흙과 함께 삼킨 강철이 축적되어 몸이 변화한 것이라 생각된다.흙과 함께 삼킨 강철이 몸을 변화시켜 다이아몬드보다 단단해졌다.땅속의 높은 압력과 열로 단련된 몸은 어떠한 금속보다도 단단하다.튼튼한 턱으로 암석을 깨물어 부수고 나아간다. 아주 캄캄한 땅속에서도 보이는 눈을 가지고 있다.롱스톤보다 더 깊은 곳에 산다. 지구의 중심을 향해 파고 내려가 깊이 1km에 달하는 경우도 있다.,"강철,땅",광물
208,208,57,블루,무서운 얼굴 생김새지만 마음은 매우 상냥해서 여성에게도 아주 인기있는 포켓몬이다.활발하고 노는 것을 좋아하는 성격. 잘 따르기 때문에 함께 놀고 싶어하는 여성들이 많다.실은 겁이 많은 성격. 겁내고 있다는 것을 들키지 않도록 필사적으로 으르렁거린다.이빨을 드러내서 무서운 얼굴을 지으면 작은 포켓몬이면 겁을 먹고 도망친다. 상대가 도망가게 만든 블루는 조금 외로운 듯 하다.활발하고 노는 것을 좋아하는 성격. 잘 따르기 때문에 함께 놀고 싶어하는 여성들이 많다.무서운 얼굴 생김새지만 마음은 매우 상냥해서 여성에게도 아주 인기있는 포켓몬이다.작은 포켓몬이 도망칠 정도의 무서운 얼굴이 반대로 귀엽다며 여성에게 인기가 있는 포켓몬이다.무서운 얼굴 생김새지만 마음은 매우 상냥해서 여성에게도 아주 인기있는 포켓몬이다.활발하고 노는 것을 좋아하는 성격. 잘 따르기 때문에 함께 놀고 싶어하는 여성들이 많다.작은 포켓몬이 도망칠 정도의 무서운 얼굴이 반대로 귀엽다며 여성에게 인기가 있는 포켓몬이다.활발하고 노는 것을 좋아하는 성격. 잘 따르기 때문에 함께 놀고싶어하는 여성들이 많다.작은 포켓몬이 도망칠 정도의 무서운 얼굴이 반대로 귀엽다며 여성에게 인기가 있는 포켓몬이다.이빨을 드러내서 무서운 얼굴을 지으면 작은 포켓몬이면 겁을 먹고 도망친다. 상대가 도망가게 만든 블루는 조금 외로운 듯 하다.얼굴은 우락부락하지만 사실은 꽤 겁쟁이다. 필사적으로 위협하는 표정이 여성들에게 인기 있다.으르렁거리는 소리는 상대를 불안하게 만든다. 평소에는 느긋한 성격으로 하루의 절반은 자고 있다.금방 따르고 금방 응석을 부린다. 하는 행동과 생김새의 격차 때문에 젊은 여성은 헤롱헤롱하는 듯하다.겉보기와 다르게 겁쟁이라 다른 강아지포켓몬과 함께 있으면 괴롭힘을 당할 때도 있다.,"페어리,노말","육상,요정"
209,209,58,그랑블루,사실은 겁쟁이다. 습격당하면 필사적으로 손발을 흔들어 적을 쫓아내려 한다.너무 무거운 송곳니 때문에 항상 목을 기울이고 있다. 단 물어뜯기는 강력하다.입을 열어 커다란 송곳니를 보여줘서 거의 모든 포켓몬을 도망가게 할 수 있다.매우 발달한 아래턱이 있다. 커다란 송곳니가 무거워서 고개를 숙이고 있다. 놀라지 않으면 물지 않는다.너무 무거운 송곳니 때문에 항상 목을 기울이고 있다. 단 물어뜯기는 강력하다.사실은 겁쟁이다. 습격당하면 필사적으로 손발을 흔들어 적을 쫓아내려 한다.얼굴에 어울리지 않게 겁이 많다. 그러나 한번 화내기 시작하면 큰 이빨로 반격한다.사실은 겁쟁이다. 습격당하면 필사적으로 손발을 흔들어 적을 쫓아내려 한다.너무 무거운 송곳니 때문에 항상 목을 기울이고 있다. 단 물어뜯기는 강력하다.얼굴에 어울리지 않게 겁이 많다. 그러나 한번 화내기 시작하면 큰 이빨로 반격한다.커다란 입을 벌리고 두꺼운 송곳니를 드러내면 대부분의 포켓몬이 도망친다.매우 발달한 아래턱이 있다. 커다란 송곳니가 무거워서 고개를 숙이고 있다. 놀라지 않으면 물지 않는다.발달한 아래턱과 묵직한 이빨이 무기다. 화나게 하지 않는 한 웬만해서는 물거나 하지 않는다.블루 이상으로 겁쟁이다. 겉모습과의 차이가 인기를 얻어 젊은 여성에게 인기가 높다.턱의 힘은 강력하지만 다툼을 좋아하지 않아 그다지 싸우는 걸 볼 기회가 많지 않다.젊은 여성에게 인기가 많지만 겁쟁이인데다가 섬세하기 때문에 지킴이로는 무능하다.,"페어리,노말","육상,요정"
210,210,59,침바루,전신의 독침을 날리기 위해 10리터의 물을 한번에 마시고 몸을 부풀려놓는다.전신의 작은 바늘은 비늘이 변화한 것이다. 찔리면 독 때문에 정신을 잃게 된다.상대가 클수록 몸이 터지기 직전까지 물을 들이마셔서 몸을 부풀린다.들이마신 물의 힘을 이용해서 온몸의 독바늘을 일제히 발사한다. 헤엄치는 데에 서투른 포켓몬이다.전신의 작은 바늘은 비늘이 변화한 것이다. 찔리면 독 때문에 정신을 잃게 된다.전신의 독침을 날리기 위해 10리터의 물을 한번에 마시고 몸을 부풀려놓는다.전신의 독침을 사방팔방으로 쏘아댄다. 둥근 몸은 헤엄치는데 서투르다.전신의 독침을 날리기 위해 10리터의 물을 한번에 마시고 몸을 부풀려놓는다.전신의 작은 바늘은 비늘이 변화한 것이다. 찔리면 독 때문에 정신을 잃게 된다.전신의 독침을 사방팔방으로 쏘아댄다. 둥근 몸은 헤엄치는데 서투르다.전신의 독침을 날리기 위해 10리터의 물을 단번에 마시고 몸을 부풀린다.전신의 작은 바늘은 비늘이 변화한 것이다. 찔리면 독 때문에 정신을 잃게 된다.들이마신 물의 힘을 이용해서 온몸의 독바늘을 일제히 발사한다. 헤엄치는 데에 서투른 포켓몬이다.,"물,독",수중2
211,211,60,핫삼,눈알모양의 문양이 있는 집게를 흔들어서 상대를 위협하면 머리가 3개 있는 듯이 보인다.날개를 사용해도 날 수 없지만 고속으로 날갯짓을 해서 체온을 조절할 수 있다.강철이 함유된 집게로 잡은 것은 아무리 딱딱해도 산산조각이 난다.강철의 경도를 가진 몸은 어지간한 공격에는 꿈쩍도 하지 않는다. 날갯짓으로 체온을 조절한다.날개를 사용해도 날 수 없지만 고속으로 날갯짓을 해서 체온을 조절할 수 있다.눈알모양의 문양이 있는 집게를 흔들어서 상대를 위협하면 머리가 3개 있는 듯이 보인다.강철의 몸을 가지고 있다. 눈알 무늬가 붙은 집게를 치켜들어 상대를 위협한다.눈알처럼 생긴 집게를 들어올려 위협하는 것 뿐 아니라 그 상태로 내려치기 때문에 위험하다.눈알모양의 문양이 있는 집게를 흔들어서 상대를 위협하면 머리가 3개 있는 듯이 보인다.날개를 사용해도 날 수 없지만 고속으로 날갯짓을 해서 체온을 조절할 수 있다.눈알 무늬가 붙은 집게를 치켜들어 위협하는 것뿐만 아니라 그대로 내려치므로 위험하다.강철이 함유된 집게로 잡은 것은 아무리 딱딱해도 산산조각이 난다.강철의 몸을 가지고 있다. 눈알 무늬가 붙은 집게를 치켜들어 상대를 위협한다.강철의 경도를 가진 몸은 어지간한 공격에는 꿈쩍도 하지 않는다. 날갯짓으로 체온을 조절한다.날개를 사용해 체온조절을 한다. 싸움으로 너무 뜨거워져서 금속 몸이 녹지 않게 하기 위함이다.한 번 적이라고 인식하면 강철의 경도를 지닌 집게로 봐주지 않고 때려눕힌다.강철 같은 몸을 가졌다. 완고하고 무거운 집게는 적을 잡기보다 때려눕히기에 적당하다.한 번 적이라고 판단한 상대는 강철의 강도를 지닌 집게로 가루가 되도록 때린다.,"벌레,강철",벌레
212,212,61,단단지,항아리 같은 등껍질 안에 비축된 나무열매가 녹아서 걸쭉한 액체가 된다고 한다.껍질에 열매가 비축되어 있다. 공격받지 않도록 바위 밑에 틀어박혀 꼼짝하지 않고 있다.바위를 뚫고 둥지를 만드는 데 쓰이는 발끝에서 나오는 체액은 나무열매와 섞이면 쥬스가 된다.바위 밑에서 껍질 안에 비축해둔 나무열매를 먹으면서 몸을 숨기고 있다. 나무열매는 체액과 섞여 쥬스가 된다.껍질에 열매가 비축되어 있다. 공격받지 않도록 바위 밑에 틀어박혀 꼼짝하지 않고 있다항아리 같은 등껍질 안에 비축된 나무열매가 녹아서 걸쭉한 액체가 된다고 한다.등껍질 속에 나무열매를 모은다. 그 사이 열매는 발효해서 맛있는 쥬스가 된다.항아리 같은 등껍질 안에 비축된 나무열매가 녹아서 걸쭉한 액체가 된다고 한다.껍질에 열매가 비축되어 있다. 공격받지 않도록 바위 밑에 틀어박혀 꼼짝하지 않고 있다.등껍질 속에 나무열매를 모은다. 그 사이 열매는 발효해서 맛있는 쥬스가 된다.항아리 같은 등껍질 속에 모은 나무열매는 어느샌가 걸쭉한 쥬스로 변한다.껍질에 열매가 비축되어 있다. 공격받지 않도록 바위 밑에 틀어박혀 꼼짝하지 않고 있다.바위 밑에서 껍질 안에 비축해둔 나무열매를 먹으면서 몸을 숨기고 있다. 나무열매는 체액과 섞여 쥬스가 된다.,"벌레,바위",벌레
213,213,62,헤라크로스,자랑스런 뿔을 상대의 배 밑에 비틀어 박고 한번에 들어올려 집어던져 버리는 천하장사.보통은 매우 얌전하지만 꿀을 먹을 때 방해하는 자는 뿔을 사용해 쫓아 버린다.엄청난 괴력의 소유자. 자신 체중의 100배나 되는 무게도 가뿐히 내던진다.똑바로 적에게 돌격하여 강인한 뿔로 들어 올려 내던진다. 큰 나무도 뿌리째 뽑아 쓰러뜨릴 만한 파워다.손발의 날카로운 손발톱이 땅이나 나무에 깊숙히 박히기 때문에 자랑스런 뿔로 상대를 내던질 때 단단히 버틸 수 있다.숲 속에 모여서 나무 수액을 찾아다닌다. 강철같은 껍질로 몸을 감싸고 있다. 자신의 뿔을 자랑스러워 하며 적들을 내동댕이 친다.보통은 매우 얌전하지만 꿀을 먹을 때 방해하는 자는 뿔을 사용해 쫓아 버린다.자랑스런 뿔을 상대의 배 밑에 비틀어 박고 한번에 들어올려 집어던져 버리는 천하장사.좋아하는 수액을 구하러 숲에 모여든다. 강인한 뿔로 상대를 내던질 정도로 힘이 세다.강인한 다리와 날카로운 발톱이 상대를 저편으로 세차게 내던질 파워를 만들어 낸다.달콤한 꿀을 아주 좋아해서 혼자 독차지하기 위하여 자랑스런 뿔을 써서 상대를 내동댕이친다.자랑스런 뿔을 상대의 배 밑에 비틀어 박고 한번에 들어올려 집어던져 버리는 천하장사.보통은 매우 얌전하지만 꿀을 먹을 때 방해하는 자는 뿔을 사용해 쫓아 버린다.달콤한 꿀을 아주 좋아해서 혼자 독차지하기 위하여 자랑스런 뿔을 써서 상대를 내동댕이친다.아무리 무거운 상대라도 자랑스러운 뿔을 사용해 땅째로 멀리까지 내던져버린다.자랑스러운 뿔을 상대의 배 밑에 틀어박고 단번에 들어 올려 집어 던지는 천하장사다.엄청난 괴력의 소유자. 자신 체중의 100배나 되는 무게도 가뿐히 내던진다.똑바로 적에게 돌격하여 강인한 뿔로 들어 올려 내던진다. 큰 나무도 뿌리째 뽑아 쓰러뜨릴 만한 파워다.손발의 날카로운 손발톱이 땅이나 나무에 깊숙히 박히기 때문에 자랑스런 뿔로 상대를 내던질 때 단단히 버틸 수 있다.두꺼운 뿔이 자랑거리다. 알로라에서는 투구뿌논이 최대 라이벌로 자주 싸움을 한다.달콤한꿀을 찾아 숲속을 돌아다닌다. 괴력을 자랑하지만 나는 것은 그리 잘하지 못한다.,"벌레,격투",벌레
